id,category,query,answer,expected_answer,faithfulness,faithfulness_notes,relevance,relevance_notes,context_recall,context_recall_notes,completeness,completeness_notes,config_label
q03,SLA,"Sau khi xử lý xong sự cố P1, phải viết incident report trong bao lâu?","Sau khi khắc phục sự cố P1, phải viết incident report trong vòng 24 giờ [1].","Sau khi khắc phục xong, phải viết incident report trong vòng 24 giờ.",5,"The statement accurately reflects the requirement to write an incident report within 24 hours after resolving a P1 incident, as stated in the provided context.",5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q04,Refund,Khách hàng có thể yêu cầu hoàn tiền trong bao nhiêu ngày làm việc kể từ lúc xác nhận đơn hàng?,Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng [1].,Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,5,The answer accurately reflects the information provided in the context regarding the timeframe for requesting a refund.,5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q05,Refund,Sản phẩm license key hoặc subscription có được hoàn tiền không?,"Sản phẩm license key hoặc subscription không được hoàn tiền theo chính sách, vì thuộc danh mục hàng kỹ thuật số [1].",Không. Sản phẩm thuộc danh mục hàng kỹ thuật số như license key và subscription là ngoại lệ không được hoàn tiền.,5,The answer accurately reflects the information provided in the retrieved chunks regarding the non-refundable status of license keys and subscriptions as digital goods.,5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q06,Refund,Đơn hàng đã áp dụng Flash Sale có được hoàn tiền không?,Đơn hàng đã áp dụng mã giảm giá đặc biệt theo chương trình khuyến mãi Flash Sale sẽ không được hoàn tiền [2].,Không. Đơn hàng đã áp dụng mã giảm giá đặc biệt theo chương trình khuyến mãi Flash Sale là ngoại lệ không được hoàn tiền.,5,The statement accurately reflects the information provided in the retrieved chunks regarding the refund policy for orders that have applied special discount codes during Flash Sale promotions.,5,"The answer directly addresses the question about whether orders with Flash Sale discounts can be refunded, stating that they cannot be refunded.",5,Retrieved: 1/1 expected sources,4,"The model answer conveys the main point that orders with Flash Sale discounts are not eligible for refunds, but it lacks the explicit 'No' at the beginning and does not emphasize that this is an exception.",variant_hybrid_rerank
q07,Refund,Đơn hàng đặt trước ngày 01/02/2026 sẽ theo chính sách nào?,Đơn hàng đặt trước ngày 01/02/2026 sẽ áp dụng theo chính sách hoàn tiền phiên bản 3 [1].,Đơn hàng đặt trước ngày có hiệu lực sẽ áp dụng theo chính sách hoàn tiền phiên bản 3.,5,The answer accurately reflects the information provided in the context regarding the application of the refund policy for orders placed before 01/02/2026.,5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,4,"The model answer correctly identifies the policy that applies to orders placed before the specified date, but it does not explicitly mention that the date is the effective date, which is a minor detail in the expected answer.",variant_hybrid_rerank
q08,Access Control,Approval Matrix for System Access là tài liệu nào hiện nay?,"Approval Matrix for System Access là tài liệu quy định quy trình cấp phép truy cập vào các hệ thống nội bộ của công ty, áp dụng cho tất cả nhân viên, contractor, và third-party vendor [2].","Tài liệu này hiện có tên mới là Access Control SOP, với source là it/access-control-sop.md.",5,"The answer accurately reflects the content of the retrieved chunks, specifically stating that the document regulates the access approval process for internal systems and applies to all employees, contractors, and third-party vendors.",5,"The answer directly and fully explains what the Approval Matrix for System Access is, including its purpose and who it applies to.",5,Retrieved: 1/1 expected sources,2,"The model answer does not mention the new name 'Access Control SOP' or the specific source 'it/access-control-sop.md', which are key points in the expected answer.",variant_hybrid_rerank
q09,Access Control,Nhân viên phải tạo access request ticket ở đâu và bước nào có IT Security review?,"Nhân viên phải tạo Access Request ticket trên Jira (project IT-ACCESS). Bước có IT Security review là Bước 4, khi IT Security thực hiện review với Level 3 và Level 4 [1].",Nhân viên tạo Access Request ticket trên Jira project IT-ACCESS. IT Security review ở bước 4 đối với Level 3 và Level 4.,5,"The answer accurately reflects the steps outlined in the provided context regarding the Access Request process, specifically mentioning the creation of the ticket and the IT Security review.",5,The answer directly addresses the question by specifying where to create the access request ticket and clearly identifies the step involving IT Security review.,5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q10,Access Control,Level 1 đến Level 4 cần ai phê duyệt và mất bao lâu?,"Level 1 cần phê duyệt từ Line Manager và mất 1 ngày làm việc. Level 2 cần phê duyệt từ Line Manager và IT Admin, mất 2 ngày làm việc. Level 3 cần phê duyệt từ Line Manager, IT Admin và IT Security, mất 3 ngày làm việc. Level 4 cần phê duyệt từ IT Manager và CISO, mất 5 ngày làm việc [1].","Level 1 cần Line Manager và mất 1 ngày làm việc. Level 2 cần Line Manager + IT Admin và mất 2 ngày làm việc. Level 3 cần Line Manager + IT Admin + IT Security và mất 3 ngày làm việc. Level 4 cần IT Manager + CISO và mất 5 ngày làm việc, kèm training bắt buộc về security policy.",5,The answer accurately reflects the approval requirements and processing times for each access level as provided in the context.,5,The answer directly and fully addresses the question by providing the required approvals and the time needed for each level.,5,Retrieved: 1/1 expected sources,4,"The model answer covers all the key points regarding the approval levels and timeframes, but it misses the detail about the mandatory training on security policy for Level 4.",variant_hybrid_rerank
q11,Access Control,"Khi có sự cố P1, quyền tạm thời tối đa được cấp bao lâu, cần ai phê duyệt, và có phải log không?","Khi có sự cố P1, quyền tạm thời tối đa được cấp là 24 giờ, cần có sự phê duyệt bằng lời của Tech Lead, và mọi quyền tạm thời phải được ghi log vào hệ thống Security Audit [1].","On-call IT Admin có thể cấp quyền tạm thời tối đa 24 giờ sau khi được Tech Lead phê duyệt bằng lời, và mọi quyền tạm thời phải được ghi log vào hệ thống Security Audit.",5,"The answer accurately reflects the information provided in the context regarding the escalation process for granting temporary permissions during a P1 incident, including the maximum duration, requirement for Tech Lead approval, and the logging of permissions.",5,"Answers the question directly and fully, providing details on the duration, approval needed, and logging requirements.",5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q12,Access Control,"Quyền truy cập bị thu hồi trong các trường hợp nghỉ việc, hết hạn contract, và chuyển bộ phận như thế nào?","Quyền truy cập bị thu hồi trong các trường hợp như sau:
- Nhân viên nghỉ việc: Thu hồi ngay trong ngày cuối.
- Hết hạn contract: Thu hồi đúng ngày hết hạn.
- Chuyển bộ phận: Điều chỉnh trong 3 ngày làm việc [1].",Nghỉ việc: thu hồi ngay trong ngày cuối. Hết hạn contract: thu hồi đúng ngày hết hạn. Chuyển bộ phận: điều chỉnh trong 3 ngày làm việc.,5,The answer accurately reflects the conditions under which access rights are revoked as stated in the provided context.,5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q13,Access Control,IT Security review access mỗi bao lâu một lần và bất thường phải báo trong bao lâu?,IT Security thực hiện access review mỗi 6 tháng. Mọi bất thường phải được báo cáo lên CISO trong vòng 24 giờ [1].,"IT Security thực hiện access review mỗi 6 tháng, và mọi bất thường phải được báo cáo lên CISO trong vòng 24 giờ.",5,The answer accurately reflects the information provided in the retrieved chunks regarding IT Security's access review process and the requirement to report abnormalities to the CISO within 24 hours.,5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q14,HR Policy,Nhân viên có 4 năm kinh nghiệm được bao nhiêu ngày annual leave và được carry over tối đa bao nhiêu ngày?,Nhân viên có 4 năm kinh nghiệm được 15 ngày annual leave và có thể carry over tối đa 5 ngày sang năm tiếp theo [1].,"Nhân viên từ 3-5 năm kinh nghiệm được 15 ngày annual leave mỗi năm, và có thể chuyển tối đa 5 ngày phép chưa dùng sang năm tiếp theo.",5,"The answer accurately reflects the information provided in the context regarding annual leave for an employee with 4 years of experience, stating they are entitled to 15 days and can carry over a maximum of 5 days to the next year.",5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,4,"The model answer covers the main points about the annual leave and carry over days, but it lacks the clarification that the 15 days of annual leave applies specifically to employees with 3-5 years of experience.",variant_hybrid_rerank
q15,HR Policy,"Nghỉ ốm được trả lương bao nhiêu ngày, phải báo trước lúc nào, và nếu nghỉ trên 3 ngày liên tiếp thì cần gì?","Nghỉ ốm được trả lương 10 ngày/năm. Cần thông báo cho Line Manager trước 9:00 sáng ngày nghỉ. Nếu nghỉ trên 3 ngày liên tiếp, cần có giấy tờ y tế từ bệnh viện [3].",Nghỉ ốm được trả lương 10 ngày/năm. Phải báo cho Line Manager trước 9:00 sáng ngày nghỉ. Nếu nghỉ trên 3 ngày liên tiếp thì cần giấy tờ y tế từ bệnh viện.,5,"The answer accurately reflects the information provided in the retrieved chunks regarding sick leave, including the number of paid days, the requirement to notify the Line Manager, and the need for medical documentation if absent for more than three consecutive days.",5,"Answers the question directly and fully, providing details on the number of paid sick leave days, notification requirements, and the need for medical documentation for absences over three days.",5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q16,HR Policy,"Nhân viên sau probation có thể làm remote tối đa bao nhiêu ngày/tuần, onsite bắt buộc ngày nào, và có yêu cầu gì khi remote?",Nhân viên sau probation có thể làm remote tối đa 2 ngày/tuần. Ngày onsite bắt buộc là Thứ 3 và Thứ 5. Yêu cầu khi remote bao gồm kết nối VPN và bật camera trong các cuộc họp team [1].,Nhân viên sau probation có thể làm remote tối đa 2 ngày mỗi tuần. Ngày onsite bắt buộc là Thứ 3 và Thứ 5. Khi remote phải bật VPN và bật camera trong các cuộc họp team.,5,"The answer accurately reflects the conditions for remote work, including the maximum number of remote days, mandatory onsite days, and technical requirements for remote work as stated in the provided context.",5,Answers the question directly and fully.,5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q17,HR Policy,"Làm thêm giờ phải được phê duyệt như thế nào và hệ số lương ngày thường, cuối tuần, ngày lễ là bao nhiêu?","Làm thêm giờ phải được Line Manager phê duyệt trước bằng văn bản. Hệ số lương cho làm thêm giờ là: 150% lương giờ tiêu chuẩn vào ngày thường, 200% vào ngày cuối tuần, và 300% vào ngày lễ [1].","Làm thêm giờ phải được Line Manager phê duyệt trước bằng văn bản. Hệ số lương là 150% vào ngày thường, 200% vào ngày cuối tuần, và 300% vào ngày lễ.",5,The answer accurately reflects the information provided in the retrieved chunks regarding the requirement for Line Manager approval for overtime and the corresponding overtime pay rates.,5,"Answers the question directly and fully, providing details on approval process and pay rates for overtime.",5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q18,IT Helpdesk,"Quên mật khẩu thì làm gì, và tài khoản bị khóa sau bao nhiêu lần đăng nhập sai liên tiếp?","Nếu quên mật khẩu, bạn cần truy cập https://sso.company.internal/reset hoặc liên hệ Helpdesk qua ext. 9000 để nhận mật khẩu mới qua email công ty trong vòng 5 phút. Tài khoản sẽ bị khóa sau 5 lần đăng nhập sai liên tiếp, và để mở khóa, bạn có thể liên hệ IT Helpdesk hoặc tự reset qua portal SSO [1].",Có thể truy cập trang reset SSO hoặc liên hệ Helpdesk qua ext. 9000. Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,5,The answer accurately reflects the information provided in the retrieved chunks regarding password reset procedures and account lockout policies.,5,"Answers the question directly and fully, providing clear instructions for both resetting the password and information about account lockout.",5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q19,IT Helpdesk,"Công ty dùng VPN nào, mỗi tài khoản được kết nối tối đa bao nhiêu thiết bị, và nếu VPN lỗi liên tục thì làm gì?","Công ty sử dụng VPN Cisco AnyConnect. Mỗi tài khoản được kết nối tối đa 2 thiết bị cùng lúc. Nếu VPN lỗi liên tục, cần kiểm tra kết nối Internet trước, nếu vẫn lỗi thì tạo ticket P3 với log file VPN đính kèm [1].",Công ty dùng Cisco AnyConnect. Mỗi tài khoản được kết nối tối đa 2 thiết bị cùng lúc. Nếu VPN vẫn lỗi sau khi kiểm tra Internet thì tạo ticket P3 kèm log file VPN.,5,"The answer accurately reflects the information provided in the retrieved chunks regarding the use of Cisco AnyConnect VPN, the limit on the number of devices, and the troubleshooting steps for VPN connection issues.",5,"Answers the question directly and fully, providing details about the VPN used, the number of devices allowed, and the troubleshooting steps if the VPN fails.",5,Retrieved: 1/1 expected sources,5,Covers all key points.,variant_hybrid_rerank
q20,Insufficient Context,ERR-403-AUTH là lỗi gì và cách xử lý thế nào?,Tôi không biết.,Không tìm thấy thông tin về ERR-403-AUTH trong các tài liệu hiện có.,1,The answer 'Tôi không biết' does not relate to the provided context and does not address any of the questions or information given.,1,Does not answer the question or completely off-topic.,,No expected sources,1,"Model answer does not provide any relevant information about ERR-403-AUTH, missing all key points.",variant_hybrid_rerank
